month,gcc_name_2021,dwelling_type,average_rent,median_rent,rent_25pc,rent_75pc
Feb 2021,Greater Sydney,O,380.91637630662024,350,270,468
Feb 2021,Greater Sydney,T,641.0130769230769,580,450,750
Feb 2021,Greater Sydney,U,477.2909604519774,440,360,540
Feb 2021,Rest of NSW,F,348.6594387755102,330,250,420
Feb 2021,Rest of NSW,H,450.30141670737663,422.5,340,525
Feb 2021,Rest of NSW,O,260.6920634920635,205,165,310
Feb 2021,Rest of NSW,T,465.41509433962267,450,370,536.25
Feb 2021,Rest of NSW,U,383.68367346938777,342.5,270,437.5
Mar 2021,Greater Sydney,F,520.5070551945921,480,395,600
Mar 2021,Greater Sydney,H,658.578611898017,560,450,750
Mar 2021,Greater Sydney,O,365.84742647058823,350,250,450
Mar 2021,Greater Sydney,T,623.3878299120234,560,450,721.25
Mar 2021,Greater Sydney,U,438.9769736842105,417.5,350,500
Mar 2021,Rest of NSW,F,348.68003688335637,325,250,410
Mar 2021,Rest of NSW,H,456.33781512605043,430,350,530
Mar 2021,Rest of NSW,O,307.58775510204083,250,180,400
Mar 2021,Rest of NSW,T,469.11483253588517,450,380,525
Mar 2021,Rest of NSW,U,352.9479166666667,330,253.75,402
Apr 2021,Greater Sydney,F,522.4712491222595,480,390,600
Apr 2021,Greater Sydney,H,656.329657108482,560,450,720
Apr 2021,Greater Sydney,O,373.1597510373444,340,253,420
Apr 2021,Greater Sydney,T,608.4890939597316,560,430,700
Apr 2021,Greater Sydney,U,459.2195945945946,420,355,530
Apr 2021,Rest of NSW,F,357.85122210414454,340,260,420
Apr 2021,Rest of NSW,H,466.5077841203944,450,350,540
Apr 2021,Rest of NSW,O,367.7655172413793,360,220,480
Apr 2021,Rest of NSW,T,477.4091743119266,460,390,530
Apr 2021,Rest of NSW,U,371.18888888888887,362.5,291.25,447.5
May 2021,Greater Sydney,F,522.7766733964901,480,390,600
May 2021,Greater Sydney,H,661.3957167663515,560,450,720
May 2021,Greater Sydney,O,387.53333333333336,350,260,420
May 2021,Greater Sydney,T,622.0980881130507,565,440,720
May 2021,Greater Sydney,U,448.4671814671815,410,350,510
May 2021,Rest of NSW,F,353.37676438653637,340,260,420
May 2021,Rest of NSW,H,474.1996996996997,450,360,550
May 2021,Rest of NSW,O,332.18840579710144,280,185,445
May 2021,Rest of NSW,T,465.5819209039548,450,380,520
May 2021,Rest of NSW,U,360.3631284916201,350,280,432.5
Jun 2021,Greater Sydney,F,522.5291431225327,480,390,600
Jun 2021,Greater Sydney,H,663.6633838881229,570,450,740
Jun 2021,Greater Sydney,O,386.9451754385965,360,275,470
Jun 2021,Greater Sydney,T,630.7678729037953,560,450,735
Jun 2021,Greater Sydney,U,461.89803921568625,430,355,525
Jun 2021,Rest of NSW,F,365.8198661863098,350,270,420
Jun 2021,Rest of NSW,H,474.8482099068171,445,350,550
Jun 2021,Rest of NSW,O,340.29651162790697,300,193.75,452.5
Jun 2021,Rest of NSW,T,487.72443674176776,460,380,550
Jun 2021,Rest of NSW,U,356.80232558139534,347.5,291.25,415
Jul 2021,Greater Sydney,F,523.1975086051467,480,390,600
Jul 2021,Greater Sydney,H,672.4593023255813,570,450,750
Jul 2021,Greater Sydney,O,400.9591836734694,360,300,450
Jul 2021,Greater Sydney,T,636.8847457627119,575,440,736.25
Jul 2021,Greater Sydney,U,477.984693877551,450,370,522.5
Jul 2021,Rest of NSW,F,354.23399014778323,340,255,420
Jul 2021,Rest of NSW,H,471.46798255680517,450,360,550
Jul 2021,Rest of NSW,O,368.7403314917127,300,200,450
Jul 2021,Rest of NSW,T,481.06324786324785,460,390,550
Jul 2021,Rest of NSW,U,376.80808080808083,360,262.5,440
Aug 2021,Greater Sydney,F,532.8141025641025,490,400,610
Aug 2021,Greater Sydney,H,680.1333469055375,580,450,750
Aug 2021,Greater Sydney,O,402.621546961326,360,290,500
Aug 2021,Greater Sydney,T,647.208722741433,590,450,750
Aug 2021,Greater Sydney,U,480.8168316831683,440,380,530
Aug 2021,Rest of NSW,F,370.817472698908,350,270,430
Aug 2021,Rest of NSW,H,481.1351157794223,450,360,550
Aug 2021,Rest of NSW,O,349.5025906735751,320,210,450
Aug 2021,Rest of NSW,T,491.8161888701518,470,400,550
Aug 2021,Rest of NSW,U,363.98837209302326,350,287.5,400
Sep 2021,Greater Sydney,F,534.2329313858696,490,400,620
Sep 2021,Greater Sydney,H,687.5341543197999,590,460,750
Sep 2021,Greater Sydney,O,375.7641025641026,350,270,420
Sep 2021,Greater Sydney,T,662.5494816211121,580,450,760
Sep 2021,Greater Sydney,U,439.744,425,360,478.75
Sep 2021,Rest of NSW,F,370.80514891468954,350,270,445
Sep 2021,Rest of NSW,H,488.31487380543985,460,370,560
Sep 2021,Rest of NSW,O,374.3609467455621,350,230,520
Sep 2021,Rest of NSW,T,487.10664335664336,470,400,560
Sep 2021,Rest of NSW,U,351.86503067484665,350,280,440
Oct 2021,Greater Sydney,F,535.566237006237,490,400,610
Oct 2021,Greater Sydney,H,685.3337858805276,600,450,750
Oct 2021,Greater Sydney,O,376.09867172675524,350,260,430
Oct 2021,Greater Sydney,T,657.0181488203267,595,460,760
Oct 2021,Greater Sydney,U,474.12554112554113,450,370,550
Oct 2021,Rest of NSW,F,379.00613496932516,350,280,450
Oct 2021,Rest of NSW,H,494.15710594315243,460,370,575
Oct 2021,Rest of NSW,O,371.19428571428574,340,185,497.5
Oct 2021,Rest of NSW,T,488.46448087431696,470,400,560
Oct 2021,Rest of NSW,U,374.0769230769231,390,265,450
Nov 2021,Greater Sydney,F,530.460133393967,485,400,600
Nov 2021,Greater Sydney,H,699.5493554327809,600,470,778.75
Nov 2021,Greater Sydney,O,410.9047619047619,380,295,489
Nov 2021,Greater Sydney,T,662.9145146927872,600,470,750
Nov 2021,Greater Sydney,U,443.44202898550725,410,350,500
Nov 2021,Rest of NSW,F,379.3485010706638,360,280,450
Nov 2021,Rest of NSW,H,493.4142206477733,460,370,570
Nov 2021,Rest of NSW,O,328.4674556213018,275,170,450
Nov 2021,Rest of NSW,T,511.43659420289856,490,400,600
Nov 2021,Rest of NSW,U,390.2909090909091,350,270,467.5
Dec 2021,Greater Sydney,F,532.2595761695322,490,400,600
Dec 2021,Greater Sydney,H,694.9326777609682,600,475,770
Dec 2021,Greater Sydney,O,397.6857142857143,345,250,450
Dec 2021,Greater Sydney,T,656.5507380073801,580,460,750
Dec 2021,Greater Sydney,U,476.25071225071224,420,350,530
Dec 2021,Rest of NSW,F,375.52553542009883,360,285,450
Dec 2021,Rest of NSW,H,509.0643967431532,480,385,600
Dec 2021,Rest of NSW,O,364.88235294117646,310,200,450
Dec 2021,Rest of NSW,T,496.67154471544717,480,400,570
Dec 2021,Rest of NSW,U,373.52941176470586,360,290,450
Jan 2022,Greater Sydney,F,551.135673250964,500,410,630
Jan 2022,Greater Sydney,H,723.5619086795557,620,480,800
Jan 2022,Greater Sydney,O,428.6673596673597,380,295,495
Jan 2022,Greater Sydney,T,667.8142023346303,605,470,775
Jan 2022,Greater Sydney,U,460.0676691729323,410,350,535
Jan 2022,Rest of NSW,F,376.9596186203029,360,265,450
Jan 2022,Rest of NSW,H,505.1856876828944,480,380,600
Jan 2022,Rest of NSW,O,366.8727272727273,255,180,420
Jan 2022,Rest of NSW,T,511.07142857142856,500,420,590
Jan 2022,Rest of NSW,U,363.3888888888889,325,261.25,450
Feb 2022,Greater Sydney,F,556.0104558762024,500,416,650
Feb 2022,Greater Sydney,H,727.4399055918664,620,480,800
Feb 2022,Greater Sydney,O,444.840206185567,417,300,559.25
Feb 2022,Greater Sydney,T,686.6666666666666,600,485,800
Feb 2022,Greater Sydney,U,466.9384615384615,430,350,570
Feb 2022,Rest of NSW,F,387.2202779207411,360,280,460
Feb 2022,Rest of NSW,H,506.8129602356407,480,380,600
Feb 2022,Rest of NSW,O,272.19693094629156,200,170,280
Feb 2022,Rest of NSW,T,521.7650085763294,500,420,590
Feb 2022,Rest of NSW,U,372.42528735632186,340,250,430
Mar 2022,Greater Sydney,F,560.6425120772947,500,415,650
Mar 2022,Greater Sydney,H,706.8956553353936,600,480,780
Mar 2022,Greater Sydney,O,426.2863777089783,400,310,525
Mar 2022,Greater Sydney,T,662.1534090909091,580,450,750
Mar 2022,Greater Sydney,U,501.715,475,360,580
Mar 2022,Rest of NSW,F,387.0720675944334,370,280,460
Mar 2022,Rest of NSW,H,509.68731222556045,480,380,600
Mar 2022,Rest of NSW,O,316.676,242.5,170,417.5
Mar 2022,Rest of NSW,T,518.1760683760684,490,410,595
Mar 2022,Rest of NSW,U,431.5285714285714,345,272.5,447.5
Apr 2022,Greater Sydney,F,561.764648088603,510,410,650
Apr 2022,Greater Sydney,H,707.9450932186028,620,480,800
Apr 2022,Greater Sydney,O,422.6159090909091,375,282,529
Apr 2022,Greater Sydney,T,669.2866419294991,600,460,775
Apr 2022,Greater Sydney,U,452.8008298755187,425,350,500
Apr 2022,Rest of NSW,F,396.86062322946174,380,300,460
Apr 2022,Rest of NSW,H,518.8018970189702,495,390,600
Apr 2022,Rest of NSW,O,414.38505747126436,330,200,520
Apr 2022,Rest of NSW,T,530.0769230769231,520,425,620
Apr 2022,Rest of NSW,U,364.35,335,270,452.5
May 2022,Greater Sydney,F,577.2955766192733,530,425,650
May 2022,Greater Sydney,H,724.9860060514372,630,500,800
May 2022,Greater Sydney,O,433.8022875816994,380,288,529
May 2022,Greater Sydney,T,691.1716350496838,610,482.5,800
May 2022,Greater Sydney,U,494.978102189781,452.5,350,567.5
May 2022,Rest of NSW,F,384.36416184971097,360,280,450
May 2022,Rest of NSW,H,520.6528846153847,500,400,600
May 2022,Rest of NSW,O,374.75132275132273,330,200,490
May 2022,Rest of NSW,T,526.4844036697248,500,420,600
May 2022,Rest of NSW,U,358.88732394366195,350,265,410
Jun 2022,Greater Sydney,F,582.4381540997116,540,430,665
Jun 2022,Greater Sydney,H,729.6520153200803,635,500,800
Jun 2022,Greater Sydney,O,472.138067061144,410,310,567
Jun 2022,Greater Sydney,T,684.5022914757103,620,480,782.5
Jun 2022,Greater Sydney,U,471.40340909090907,450,370,552.5
Jun 2022,Rest of NSW,F,409.38493506493506,380,300,490
Jun 2022,Rest of NSW,H,531.8784266984505,500,400,610
Jun 2022,Rest of NSW,O,370.6363636363636,322.5,200,460
Jun 2022,Rest of NSW,T,528.1259259259259,500,420,600
Jun 2022,Rest of NSW,U,386.73417721518985,355,280,450
Jul 2022,Greater Sydney,F,597.1500292373236,550,450,695
Jul 2022,Greater Sydney,H,714.2342751429533,620,490,800
Jul 2022,Greater Sydney,O,468.36708860759495,400,312.5,550
Jul 2022,Greater Sydney,T,704.5384615384615,620,500,810
Jul 2022,Greater Sydney,U,522.1276595744681,480,390,600
Jul 2022,Rest of NSW,F,397.65075800112294,378,300,470
Jul 2022,Rest of NSW,H,519.1750803120698,500,400,600
Jul 2022,Rest of NSW,O,399.0076923076923,355,230,495
Jul 2022,Rest of NSW,T,525.9344262295082,510,425,600
Jul 2022,Rest of NSW,U,376.53521126760563,350,285,467.5
Aug 2022,Greater Sydney,F,606.8102385202012,559,450,700
Aug 2022,Greater Sydney,H,723.5646114225117,635,500,800
Aug 2022,Greater Sydney,O,460.0052083333333,420,320,566
Aug 2022,Greater Sydney,T,727.5649819494585,650,510,821.25
Aug 2022,Greater Sydney,U,520.9565217391304,495,400,618.75
Aug 2022,Rest of NSW,F,408.81071242849714,390,300,490
Aug 2022,Rest of NSW,H,525.4270470383275,500,400,600
Aug 2022,Rest of NSW,O,380.301775147929,300,180,490
Aug 2022,Rest of NSW,T,531.0751565762005,520,437.5,617.5
Aug 2022,Rest of NSW,U,389.56,375,280,485
Sep 2022,Greater Sydney,F,611.5858271911908,560,450,700
Sep 2022,Greater Sydney,H,726.2750117059467,645,500,800
Sep 2022,Greater Sydney,O,445.396017699115,380,280,550
Sep 2022,Greater Sydney,T,708.6825548141087,640,500,825
Sep 2022,Greater Sydney,U,538.3804713804714,500,420,605
Sep 2022,Rest of NSW,F,397.353982300885,380,300,470
Sep 2022,Rest of NSW,H,528.3798843930635,500,400,600
Sep 2022,Rest of NSW,O,418.2133333333333,365,230,480
Sep 2022,Rest of NSW,T,539.2276595744681,520,440,618.75
Sep 2022,Rest of NSW,U,423.42391304347825,382.5,320,525
Oct 2022,Greater Sydney,F,625.8272112841611,580,460,710
Oct 2022,Greater Sydney,H,738.514181943964,650,500,800
Oct 2022,Greater Sydney,O,451.6731054977712,420,325,529
Oct 2022,Greater Sydney,T,751.3562708102108,650,500,850
Oct 2022,Greater Sydney,U,532.0390070921986,500,400,630
Oct 2022,Rest of NSW,F,396.3230389129092,380,300,460
Oct 2022,Rest of NSW,H,526.0971639950678,500,400,600
Oct 2022,Rest of NSW,O,358.85064935064935,350,230,477.75
Oct 2022,Rest of NSW,T,539.2543478260869,522.5,433.75,630
Oct 2022,Rest of NSW,U,394.1057692307692,380,300,480
Nov 2022,Greater Sydney,F,640.8698688308011,580,476,730
Nov 2022,Greater Sydney,H,747.6308553157475,650,500,830
Nov 2022,Greater Sydney,O,485.2295188556567,499,385,539
Nov 2022,Greater Sydney,T,727.8283433133732,650,520,840
Nov 2022,Greater Sydney,U,538.7111801242236,500,400,628
Nov 2022,Rest of NSW,F,406.27272727272725,390,300,480
Nov 2022,Rest of NSW,H,529.2436123348018,500,400,600
Nov 2022,Rest of NSW,O,364.2097902097902,330,220,475
Nov 2022,Rest of NSW,T,545.3822937625755,530,440,630
Nov 2022,Rest of NSW,U,398.3269230769231,380,300,453.75
Dec 2022,Greater Sydney,F,633.9719950940311,585,480,740
Dec 2022,Greater Sydney,H,734.6111406776654,650,500,800
Dec 2022,Greater Sydney,O,523.7635416666667,499,429,629
Dec 2022,Greater Sydney,T,723.5841170323929,650,510,850
Dec 2022,Greater Sydney,U,576.8202764976959,550,450,650
Dec 2022,Rest of NSW,F,404.23409836065576,380,300,480
Dec 2022,Rest of NSW,H,540.8330924855492,520,420,625
Dec 2022,Rest of NSW,O,373.29545454545456,400,200,491.25
Dec 2022,Rest of NSW,T,550.683486238532,530,450,630
Dec 2022,Rest of NSW,U,435.73267326732673,440,320,540
Jan 2023,Greater Sydney,F,666.3266190949327,608,500,770
Jan 2023,Greater Sydney,H,767.4785513361463,650,520,850
Jan 2023,Greater Sydney,O,522.2292490118577,450,360.25,580
Jan 2023,Greater Sydney,T,750.525974025974,675,530,860
Jan 2023,Greater Sydney,U,572.9009900990098,520,400,657.5
Jan 2023,Rest of NSW,F,403.17048630519844,390,300,485
Jan 2023,Rest of NSW,H,534.8801042571677,500,400,620
Jan 2023,Rest of NSW,O,320.994623655914,245,195,427.5
Jan 2023,Rest of NSW,T,550.6404040404041,550,450,650
Jan 2023,Rest of NSW,U,433.97478991596637,420,300,505
Feb 2023,Greater Sydney,F,699.0847031197585,630,500,800
Feb 2023,Greater Sydney,H,763.0932976714915,650,515,850
Feb 2023,Greater Sydney,O,511.81320754716984,420,330,600
Feb 2023,Greater Sydney,T,776.0603363006924,675,540,882.5
Feb 2023,Greater Sydney,U,551.3320463320464,520,410,655
Feb 2023,Rest of NSW,F,415.19855394883206,395,300,490
Feb 2023,Rest of NSW,H,537.0409505622746,500,410,630
Feb 2023,Rest of NSW,O,289.7909836065574,220,180,350
Feb 2023,Rest of NSW,T,547.214,550,450,650
Feb 2023,Rest of NSW,U,434.2019230769231,427.5,317.5,520
Mar 2023,Greater Sydney,F,695.3196480938417,637,500,800
Mar 2023,Greater Sydney,H,764.8306816523135,650,510,850
Mar 2023,Greater Sydney,O,558.6480293308891,560,410,679
Mar 2023,Greater Sydney,T,754.988011988012,650,540,850
Mar 2023,Greater Sydney,U,595.8362831858407,550,420,700
Mar 2023,Rest of NSW,F,412.5709071949948,400,300,500
Mar 2023,Rest of NSW,H,538.7966601178782,510,410,625
Mar 2023,Rest of NSW,O,349.9605911330049,300,180,500
Mar 2023,Rest of NSW,T,556.2959381044487,550,450,625
Mar 2023,Rest of NSW,U,423.60215053763443,390,330,500
Apr 2023,Greater Sydney,F,701.5675153077667,650,520,800
Apr 2023,Greater Sydney,H,773.8634671890304,670,530,850
Apr 2023,Greater Sydney,O,527.4545454545455,529,400,639
Apr 2023,Greater Sydney,T,734.2730582524272,660,525,871.25
Apr 2023,Greater Sydney,U,559.6666666666666,520,400,669
Apr 2023,Rest of NSW,F,412.3595068137573,400,305,490
Apr 2023,Rest of NSW,H,545.804520615996,520,420,630
Apr 2023,Rest of NSW,O,387.92727272727274,330,200,470
Apr 2023,Rest of NSW,T,548.0531914893617,535,440,640
Apr 2023,Rest of NSW,U,414.54237288135596,400,335,490
May 2023,Greater Sydney,F,696.4621706345845,650,529,800
May 2023,Greater Sydney,H,777.4933996228356,670,530,850
May 2023,Greater Sydney,O,513.2969588550984,460,370,650
May 2023,Greater Sydney,T,790.7144278606966,700,550,900
May 2023,Greater Sydney,U,636.6687898089172,550,430,700
May 2023,Rest of NSW,F,412.4317023445464,390,300,480
May 2023,Rest of NSW,H,541.0473794549266,520,420,630
May 2023,Rest of NSW,O,347.85057471264366,335,230,460
May 2023,Rest of NSW,T,546.5420393559929,540,450,630
May 2023,Rest of NSW,U,437.3833333333333,425,347.5,506.25
Jun 2023,Greater Sydney,F,706.4255789287608,650,549,800
Jun 2023,Greater Sydney,H,784.1425808720113,680,550,870
Jun 2023,Greater Sydney,O,504.11197511664074,460,361,599
Jun 2023,Greater Sydney,T,786.9194360523666,700,550,900
Jun 2023,Greater Sydney,U,629.04,550,420,720
Jun 2023,Rest of NSW,F,418.42963752665247,390,300,491.25
Jun 2023,Rest of NSW,H,551.1632571199358,520,420,640
Jun 2023,Rest of NSW,O,386.43783783783783,380,240,500
Jun 2023,Rest of NSW,T,544.6538461538462,530,450,628.75
Jun 2023,Rest of NSW,U,436.09859154929575,390,335,555
Jul 2023,Greater Sydney,F,720.2234347618289,680,550,820
Jul 2023,Greater Sydney,H,801.5181880576528,700,550,900
Jul 2023,Greater Sydney,O,546.9487804878049,450,360,657.5
Jul 2023,Greater Sydney,T,781.8456852791878,700,560,900
Jul 2023,Greater Sydney,U,588.8670212765958,550,450,721.25
Jul 2023,Rest of NSW,F,419.38618103910017,400,310,490
Jul 2023,Rest of NSW,H,545.2675145954962,520,430,640
Jul 2023,Rest of NSW,O,393.832298136646,350,230,500
Jul 2023,Rest of NSW,T,546.008547008547,530,450,635
Jul 2023,Rest of NSW,U,385.9642857142857,385,300,450
Aug 2023,Greater Sydney,F,733.1004516430462,680,550,830
Aug 2023,Greater Sydney,H,806.8789979517883,700,560,900
Aug 2023,Greater Sydney,O,568.5420560747664,549,429,679
Aug 2023,Greater Sydney,T,791.4055755395683,720,573.75,900
Aug 2023,Greater Sydney,U,634.3154761904761,650,480,750
Aug 2023,Rest of NSW,F,427.26155408836973,400,320,500
Aug 2023,Rest of NSW,H,547.7991991991992,520,425,635
Aug 2023,Rest of NSW,O,415.42483660130716,330,230,490
Aug 2023,Rest of NSW,T,559.8397212543554,550,450,650
Aug 2023,Rest of NSW,U,422.7647058823529,400,340,490
